DaystoShipActual	SalesForecast	ShipStatus	DaystoShipScheduled	SalesperCustomer	ProfitRatio	Category	City	Country/Region	CustomerName	Discount	NumberofRecords	OrderDate	Order ID	Person	PostalCode	ProductName	Profit	Quantity	Region	Returned	ProfitperOrder	 Sales 	Segment	ShipDate	ShipMode	State	SubCategory
6	$2 	Shipped On Time	6	$1.08 	-73.30%	Office Supplies	Portland	United States	Tamara Dahlen	70.00%	1	7/9/2019	US-2019-100209	Anna Andreadi	97206	Wilson Jones Easy Flow II Sheet Lifters	($1)	2	West		($0.79)	$1 	Consumer	7/15/2019	Standard Class	Oregon	Binders
5	$11 	Shipped Early	6	$7.66 	-80.00%	Office Supplies	Phoenix	United States	Maris LaWare	70.00%	1	7/18/2019	US-2019-142573	Anna Andreadi	85023	Acco Expandable Hanging Binders	($6)	4	West		($6.12)	$8 	Consumer	7/23/2019	Standard Class	Arizona	Binders
4	$13 	Shipped Early	6	$8.74 	-70.00%	Office Supplies	Broomfield	United States	Joe Elijah	70.00%	1	7/8/2018	CA-2018-112109	Anna Andreadi	80020	Wilson Jones Active Use Binders	($6)	4	West		($6.12)	$9 	Consumer	7/12/2018	Standard Class	Colorado	Binders
5	$10 	Shipped Early	6	$6.46 	-70.00%	Office Supplies	Salem	United States	Tim Brockman	70.00%	1	12/8/2016	CA-2016-129364	Anna Andreadi	97301	"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11"""	($5)	4	West		($4.52)	$6 	Consumer	12/13/2016	Standard Class	Oregon	Binders
7	$9 	Shipped Late	6	$6.27 	-73.30%	Office Supplies	Mesa	United States	Maurice Satty	70.00%	1	11/12/2018	CA-2018-134348	Anna Andreadi	85204	Avery Durable Slant Ring Binders With Label Holder	($5)	5	West		($4.60)	$6 	Consumer	11/19/2018	Standard Class	Arizona	Binders
4	$14 	Shipped Early	6	$9.35 	-70.00%	Office Supplies	Phoenix	United States	Roger Demir	70.00%	1	8/9/2016	CA-2016-161249	Anna Andreadi	85023	Avery Hole Reinforcements	($7)	5	West		($6.54)	$9 	Consumer	8/13/2016	Standard Class	Arizona	Binders
4	"$1,418 "	Shipped Early	6	$946.76 	-73.30%	Office Supplies	Phoenix	United States	Resi Pölking	70.00%	1	12/27/2016	CA-2016-148383	Anna Andreadi	85023	GBC DocuBind 300 Electric Binding Machine	($694)	6	West		($694.29)	$947 	Consumer	12/31/2016	Standard Class	Arizona	Binders
7	$7 	Shipped Late	6	$4.37 	-76.70%	Office Supplies	Mesa	United States	Maurice Satty	70.00%	1	11/12/2018	CA-2018-134348	Anna Andreadi	85204	Round Ring Binders	($3)	7	West		($3.35)	$4 	Consumer	11/19/2018	Standard Class	Arizona	Binders
6	$34 	Shipped On Time	6	$22.64 	-73.30%	Office Supplies	Springfield	United States	Juliana Krohn	70.00%	1	10/2/2019	CA-2019-141117	Anna Andreadi	97477	"GBC Standard Recycled Report Covers, Clear Plastic Sheets"	($17)	7	West		($16.60)	$23 	Consumer	10/8/2019	Standard Class	Oregon	Binders
5	$39 	Shipped Early	6	$26.35 	-70.00%	Office Supplies	Gresham	United States	Sheri Gordon	70.00%	1	8/22/2018	CA-2018-130484	Anna Andreadi	97030	GBC Imprintable Covers	($18)	8	West		($18.45)	$26 	Consumer	8/27/2018	Standard Class	Oregon	Binders
6	$47 	Shipped On Time	6	$31.32 	-80.00%	Office Supplies	Redmond	United States	Sue Ann Reed	70.00%	1	12/22/2018	CA-2018-167507	Anna Andreadi	97756	"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"	($25)	10	West		($25.06)	$31 	Consumer	12/28/2018	Standard Class	Oregon	Binders
3	$127 	Shipped Late	1	$84.99 	36.00%	Technology	Detroit	United States	Theone Pippenger	0.00%	1	12/22/2019	CA-2019-120376	Kelly Williams	48227	Logitech Gaming G510s - Keyboard	$31 	1	Central		$30.60 	$85 	Consumer	12/25/2019	First Class	Michigan	Accessories
3	$189 	Shipped Late	1	$125.99 	25.00%	Technology	Detroit	United States	Cynthia Arntzen	0.00%	1	12/11/2017	CA-2017-135853	Kelly Williams	48205	BlackBerry Q10	$31 	1	Central		$31.50 	$126 	Consumer	12/14/2017	First Class	Michigan	Phones
1	$105 	Shipped On Time	1	$69.90 	27.00%	Technology	La Porte	United States	Chris Cortes	0.00%	1	10/1/2018	CA-2018-155992	Kelly Williams	46350	Plantronics Cordless Phone Headset with In-line Volume - M214C	$19 	2	Central		$18.87 	$70 	Consumer	10/2/2018	First Class	Indiana	Phones
2	$332 	Shipped Late	1	$221.98 	28.00%	Technology	Oklahoma City	United States	Aaron Bergman	0.00%	1	11/10/2018	CA-2018-140935	Kelly Williams	73120	Samsung Convoy 3	$62 	2	Central		$62.15 	$222 	Consumer	11/12/2018	First Class	Oklahoma	Phones
3	$359 	Shipped Late	1	$239.90 	30.00%	Technology	Eau Claire	United States	Richard Eichhorn	0.00%	1	12/27/2017	CA-2017-151589	Kelly Williams	54703	Cisco SPA 502G IP Phone	$72 	2	Central		$71.97 	$240 	Consumer	12/30/2017	First Class	Wisconsin	Phones
2	$225 	Shipped Late	1	$149.97 	34.00%	Technology	Omaha	United States	Allen Armold	0.00%	1	2/3/2017	CA-2017-140921	Kelly Williams	68104	Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver	$51 	3	Central		$50.99 	$150 	Consumer	2/5/2017	First Class	Nebraska	Accessories
1	$417 	Shipped On Time	1	$278.40 	29.00%	Technology	Cedar Rapids	United States	Toby Ritter	0.00%	1	9/5/2018	CA-2018-160815	Kelly Williams	52402	Geemarc AmpliPOWER60	$81 	3	Central		$80.74 	$278 	Consumer	9/6/2018	First Class	Iowa	Phones
3	$299 	Shipped Late	1	$199.95 	32.00%	Technology	Detroit	United States	Theone Pippenger	0.00%	1	12/22/2019	CA-2019-120376	Kelly Williams	48227	Microsoft Wireless Mobile Mouse 4000	$64 	5	Central		$63.98 	$200 	Consumer	12/25/2019	First Class	Michigan	Accessories
3	$337 	Shipped Late	1	$224.75 	28.00%	Technology	Wichita	United States	Trudy Brown	0.00%	1	9/11/2018	CA-2018-153157	Kelly Williams	67212	Plantronics Encore H101 Dual Earpieces Headset	$63 	5	Central		$62.93 	$225 	Consumer	9/14/2018	First Class	Kansas	Phones
3	$262 	Shipped Late	1	$175.23 	35.00%	Technology	Detroit	United States	Cynthia Arntzen	0.00%	1	12/11/2017	CA-2017-135853	Kelly Williams	48205	Maxell 4.7GB DVD+RW 3/Pack	$61 	11	Central		$61.33 	$175 	Consumer	12/14/2017	First Class	Michigan	Accessories
1	$12 	Shipped On Time	1	$7.99 	8.80%	Technology	Houston	United States	Greg Tran	20.00%	1	5/14/2019	CA-2019-161774	Kelly Williams	77041	PayAnywhere Card Reader	$1 	1	Central		$0.70 	$8 	Consumer	5/15/2019	First Class	Texas	Phones
3	$72 	Shipped Late	1	$47.98 	30.00%	Technology	Austin	United States	Tim Brockman	20.00%	1	1/15/2019	US-2019-104661	Kelly Williams	78745	Logitech 910-002974 M325 Wireless Mouse for Web Scrolling	$14 	2	Central		$14.40 	$48 	Consumer	1/18/2019	First Class	Texas	Accessories
2	$144 	Shipped Late	1	$95.98 	6.30%	Technology	Chicago	United States	Annie Thurman	20.00%	1	8/1/2019	CA-2019-135034	Kelly Williams	60653	JBL Micro Wireless Portable Bluetooth Speaker	$6 	2	Central		$6.00 	$96 	Consumer	8/3/2019	First Class	Illinois	Phones
3	$17 	Shipped Late	1	$11.12 	31.30%	Technology	Chicago	United States	Sarah Brown	20.00%	1	9/20/2016	CA-2016-120411	Kelly Williams	60653	QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3	$3 	2	Central		$3.47 	$11 	Consumer	9/23/2016	First Class	Illinois	Phones
2	$53 	Shipped Late	1	$35.18 	35.00%	Technology	Dallas	United States	Patrick Gardner	20.00%	1	11/11/2019	US-2019-116491	Kelly Williams	75081	OtterBox Commuter Series Case - iPhone 5 & 5s	$12 	2	Central		$12.31 	$35 	Consumer	11/13/2019	First Class	Texas	Phones
3	$225 	Shipped Late	1	$150.38 	10.00%	Technology	Houston	United States	Joe Elijah	20.00%	1	10/23/2017	CA-2017-110877	Kelly Williams	77041	Jabra SPEAK 410	$15 	2	Central		$15.04 	$150 	Consumer	10/26/2017	First Class	Texas	Phones
1	$32 	Shipped On Time	1	$21.48 	-1.30%	Technology	Allen	United States	Anthony Witt	20.00%	1	11/29/2017	CA-2017-129112	Kelly Williams	75002	Kingston Digital DataTraveler 16GB USB 2.0	$0 	3	Central		($0.27)	$21 	Consumer	11/30/2017	First Class	Texas	Accessories
1	$179 	Shipped On Time	1	$119.45 	-11.30%	Technology	Dallas	United States	Chloris Kastensmidt	20.00%	1	8/7/2019	CA-2019-110821	Kelly Williams	75081	Logitech K350 2.4Ghz Wireless Keyboard	($13)	3	Central		($13.44)	$119 	Consumer	8/8/2019	First Class	Texas	Accessories
2	$485 	Shipped Late	1	$323.98 	6.30%	Technology	Chicago	United States	Dave Brooks	20.00%	1	9/15/2019	CA-2019-132353	Kelly Williams	60653	Avaya 5420 Digital phone	$20 	3	Central		$20.25 	$324 	Consumer	9/17/2019	First Class	Illinois	Phones
3	$61 	Shipped Late	1	$40.68 	-22.50%	Technology	El Paso	United States	Mick Crebagga	20.00%	1	12/15/2016	CA-2016-101602	Kelly Williams	79907	ARKON Windshield Dashboard Air Vent Car Mount Holder	($9)	3	Central		($9.15)	$41 	Consumer	12/18/2016	First Class	Texas	Phones
1	$704 	Shipped On Time	1	$470.38 	11.30%	Technology	Pearland	United States	Adrian Barton	20.00%	1	6/5/2019	CA-2019-126788	Kelly Williams	77581	LG G3	$53 	3	Central		$52.92 	$470 	Consumer	6/6/2019	First Class	Texas	Phones
1	$101 	Shipped On Time	1	$67.18 	10.00%	Technology	The Colony	United States	Barry Gonzalez	20.00%	1	11/17/2018	CA-2018-134110	Kelly Williams	75056	Apple EarPods with Remote and Mic	$7 	3	Central		$6.72 	$67 	Consumer	11/18/2018	First Class	Texas	Phones
3	$94 	Shipped Late	1	$62.59 	21.30%	Technology	Austin	United States	Tim Brockman	20.00%	1	1/15/2019	US-2019-104661	Kelly Williams	78745	"Maxell 74 Minute CDR, 10/Pack"	$13 	8	Central		$13.30 	$63 	Consumer	1/18/2019	First Class	Texas	Accessories
3	$172 	Shipped Late	1	$115.14 	10.00%	Technology	Houston	United States	Ivan Liston	20.00%	1	7/23/2018	CA-2018-111318	Kelly Williams	77041	Griffin GC17055 Auxiliary Audio Cable	$12 	8	Central		$11.51 	$115 	Consumer	7/26/2018	First Class	Texas	Phones
1	$117 	Shipped On Time	1	$78.15 	44.00%	Technology	New York City	United States	Becky Martin	0.00%	1	12/4/2018	CA-2018-126004	Chuck Magee	10024	Enermax Aurora Lite Keyboard	$34 	1	East		$34.39 	$78 	Consumer	12/5/2018	First Class	New York	Accessories
1	$150 	Shipped On Time	1	$99.98 	8.00%	Technology	New York City	United States	Alejandro Grove	0.00%	1	7/23/2016	CA-2016-103058	Chuck Magee	10011	Case Logic 2.4GHz Wireless Keyboard	$8 	2	East		$8.00 	$100 	Consumer	7/24/2016	First Class	New York	Accessories
2	$587 	Shipped Late	1	$391.98 	29.00%	Technology	Wilmington	United States	Christina Anderson	0.00%	1	9/22/2019	CA-2019-122196	Chuck Magee	19805	GE 30524EE4	$114 	2	East		$113.67 	$392 	Consumer	9/24/2019	First Class	Delaware	Phones
2	$407 	Shipped Late	1	$271.90 	29.00%	Technology	Lowell	United States	Anna Andreadi	0.00%	1	12/1/2016	CA-2016-143210	Chuck Magee	1852	Cisco IP Phone 7961G VoIP phone - Dark gray	$79 	2	East		$78.85 	$272 	Consumer	12/3/2016	First Class	Massachusetts	Phones
3	$201 	Shipped Late	1	$133.98 	25.00%	Technology	New York City	United States	Lena Creighton	0.00%	1	6/16/2017	US-2017-163825	Chuck Magee	10009	RCA Visys Integrated PBX 8-Line Router	$33 	2	East		$33.50 	$134 	Consumer	6/19/2017	First Class	New York	Phones
3	$461 	Shipped Late	1	$307.98 	29.00%	Technology	New York City	United States	Naresj Patel	0.00%	1	8/9/2017	CA-2017-131338	Chuck Magee	10024	Nortel Meridian M3904 Professional Digital phone	$89 	2	East		$89.31 	$308 	Consumer	8/12/2017	First Class	New York	Phones
3	$265 	Shipped Late	1	$177.00 	17.00%	Technology	Everett	United States	Toby Carlisle	0.00%	1	10/14/2016	CA-2016-151330	Chuck Magee	2149	WD My Passport Ultra 500GB Portable External Hard Drive	$30 	3	East		$30.09 	$177 	Consumer	10/17/2016	First Class	Massachusetts	Accessories
2	$193 	Shipped Late	1	$128.85 	3.00%	Technology	New York City	United States	Edward Nazzal	0.00%	1	5/30/2017	CA-2017-103177	Chuck Magee	10009	Plantronics MX500i Earset	$4 	3	East		$3.87 	$129 	Consumer	6/1/2017	First Class	New York	Phones
2	$359 	Shipped Late	1	$239.97 	1.00%	Technology	New York City	United States	Edward Nazzal	0.00%	1	5/30/2017	CA-2017-103177	Chuck Magee	10009	RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting	$2 	3	East		$2.40 	$240 	Consumer	6/1/2017	First Class	New York	Phones
3	$925 	Shipped Late	1	$617.97 	26.00%	Technology	New York City	United States	Toby Braunhardt	0.00%	1	6/21/2016	CA-2016-130624	Chuck Magee	10024	GE 2-Jack Phone Line Splitter	$161 	3	East		$160.67 	$618 	Consumer	6/24/2016	First Class	New York	Phones
3	$247 	Shipped Late	1	$164.85 	29.00%	Technology	Niagara Falls	United States	Jamie Kunitz	0.00%	1	7/11/2016	CA-2016-166555	Chuck Magee	14304	Cisco SPA112 2 Port Phone Adapter	$48 	3	East		$47.81 	$165 	Consumer	7/14/2016	First Class	New York	Phones
2	$539 	Shipped Late	1	$359.97 	28.00%	Technology	Rochester	United States	Luke Weiss	0.00%	1	11/7/2018	CA-2018-132997	Chuck Magee	14609	Jabra Supreme Plus Driver Edition Headset	$101 	3	East		$100.79 	$360 	Consumer	11/9/2018	First Class	New York	Phones
3	$371 	Shipped Late	1	$247.80 	14.00%	Technology	New York City	United States	Naresj Patel	0.00%	1	8/9/2017	CA-2017-131338	Chuck Magee	10024	Belkin QODE FastFit Bluetooth Keyboard	$35 	4	East		$34.69 	$248 	Consumer	8/12/2017	First Class	New York	Accessories
2	$132 	Shipped Late	1	$88.40 	13.00%	Technology	New York City	United States	Nat Carroll	0.00%	1	11/24/2018	CA-2018-124485	Chuck Magee	10035	SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card	$11 	4	East		$11.49 	$88 	Consumer	11/26/2018	First Class	New York	Accessories
1	$180 	Shipped On Time	1	$119.96 	28.00%	Technology	New York City	United States	Gary McGarr	0.00%	1	3/26/2019	US-2019-121251	Chuck Magee	10009	Nokia Lumia 521 (T-Mobile)	$34 	4	East		$33.59 	$120 	Consumer	3/27/2019	First Class	New York	Phones
2	$395 	Shipped Late	1	$263.96 	27.00%	Technology	Rochester	United States	Luke Weiss	0.00%	1	11/7/2018	CA-2018-132997	Chuck Magee	14609	AT&T SB67148 SynJ	$71 	4	East		$71.27 	$264 	Consumer	11/9/2018	First Class	New York	Phones
3	$943 	Shipped Late	1	$629.95 	25.00%	Technology	New York City	United States	Mitch Webber	0.00%	1	9/20/2016	CA-2016-125997	Chuck Magee	10011	Ooma Telo VoIP Home Phone System	$157 	5	East		$157.49 	$630 	Consumer	9/23/2016	First Class	New York	Phones
3	"$1,468 "	Shipped Late	1	$979.95 	28.00%	Technology	New York City	United States	Naresj Patel	0.00%	1	8/9/2017	CA-2017-131338	Chuck Magee	10024	Panasonic KX-TG9471B	$274 	5	East		$274.39 	$980 	Consumer	8/12/2017	First Class	New York	Phones
1	$147 	Shipped On Time	1	$98.16 	10.00%	Technology	Baltimore	United States	Charles McCrossin	0.00%	1	10/21/2018	CA-2018-111493	Chuck Magee	21215	Logitech Desktop MK120 Mouse and keyboard Combo	$10 	6	East		$9.82 	$98 	Consumer	10/22/2018	First Class	Maryland	Accessories
2	"$1,159 "	Shipped Late	1	$773.94 	29.00%	Technology	New York City	United States	Alan Hwang	0.00%	1	12/7/2017	CA-2017-165050	Chuck Magee	10024	Digium D40 VoIP phone	$224 	6	East		$224.44 	$774 	Consumer	12/9/2017	First Class	New York	Phones
3	"$2,022 "	Shipped Late	1	"$1,349.91 "	49.00%	Technology	New York City	United States	Mitch Webber	0.00%	1	9/20/2016	CA-2016-125997	Chuck Magee	10011	Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System	$661 	9	East		$661.46 	"$1,350 "	Consumer	9/23/2016	First Class	New York	Phones
2	$71 	Shipped Late	1	$47.50 	-2.50%	Technology	Philadelphia	United States	Ruben Dartt	20.00%	1	11/19/2016	US-2016-149034	Chuck Magee	19120	Logitech G105 Gaming Keyboard	($1)	1	East		($1.19)	$47 	Consumer	11/21/2016	First Class	Pennsylvania	Accessories
2	$839 	Shipped Late	1	$559.99 	31.30%	Technology	New York City	United States	Emily Phan	20.00%	1	7/6/2016	CA-2016-134278	Chuck Magee	10011	Canon Imageclass D680 Copier / Fax	$175 	1	East		$175.00 	$560 	Consumer	7/8/2016	First Class	New York	Copiers
2	$192 	Shipped Late	1	$127.98 	20.00%	Technology	Toledo	United States	Shahid Hopkins	20.00%	1	12/7/2019	CA-2019-157980	Chuck Magee	43615	Logitech G602 Wireless Gaming Mouse	$26 	2	East		$25.60 	$128 	Consumer	12/9/2019	First Class	Ohio	Accessories
2	$791 	Shipped Late	1	$527.92 	16.30%	Technology	Philadelphia	United States	Rob Lucas	20.00%	1	7/7/2019	US-2019-169551	Chuck Magee	19120	Plantronics CS510 - Over-the-Head monaural Wireless Headset System	$86 	2	East		$85.79 	$528 	Consumer	7/9/2019	First Class	Pennsylvania	Accessories
2	$72 	Shipped Late	1	$47.98 	30.00%	Technology	Philadelphia	United States	Adam Shillingsburg	20.00%	1	9/16/2019	CA-2019-136448	Chuck Magee	19143	Logitech 910-002974 M325 Wireless Mouse for Web Scrolling	$14 	2	East		$14.40 	$48 	Consumer	9/18/2019	First Class	Pennsylvania	Accessories
2	$79 	Shipped Late	1	$53.04 	-8.80%	Technology	Cincinnati	United States	Maria Bertelson	20.00%	1	10/5/2017	CA-2017-145828	Chuck Magee	45231	SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card	($5)	3	East		($4.64)	$53 	Consumer	10/7/2017	First Class	Ohio	Accessories
2	$647 	Shipped Late	1	$431.98 	-17.50%	Technology	Newark	United States	Susan MacKendrick	20.00%	1	5/3/2018	CA-2018-129280	Chuck Magee	43055	Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)	($76)	3	East		($75.60)	$432 	Consumer	5/5/2018	First Class	Ohio	Accessories
2	$25 	Shipped Late	1	$16.78 	28.80%	Technology	Philadelphia	United States	Rob Lucas	20.00%	1	7/7/2019	US-2019-169551	Chuck Magee	19120	AmazonBasics 3-Button USB Wired Mouse	$5 	3	East		$4.82 	$17 	Consumer	7/9/2019	First Class	Pennsylvania	Accessories
2	$108 	Shipped Late	1	$71.98 	27.50%	Technology	Philadelphia	United States	Adam Shillingsburg	20.00%	1	9/16/2019	CA-2019-136448	Chuck Magee	19143	Logitech Trackman Marble Mouse	$20 	3	East		$19.79 	$72 	Consumer	9/18/2019	First Class	Pennsylvania	Accessories
3	$925 	Shipped Late	1	$617.98 	-1.30%	Technology	Philadelphia	United States	Frank Olsen	20.00%	1	9/22/2017	US-2017-115343	Chuck Magee	19143	Logitech P710e Mobile Speakerphone	($8)	3	East		($7.72)	$618 	Consumer	9/25/2017	First Class	Pennsylvania	Accessories
2	$198 	Shipped Late	1	$132.52 	26.30%	Technology	Newark	United States	Susan MacKendrick	20.00%	1	5/3/2018	CA-2018-129280	Chuck Magee	43055	Imation 16GB Mini TravelDrive USB 2.0 Flash Drive	$35 	5	East		$34.79 	$133 	Consumer	5/5/2018	First Class	Ohio	Accessories
3	$377 	Shipped Late	1	$252.00 	21.30%	Technology	Philadelphia	United States	Jessica Myrick	20.00%	1	9/13/2016	CA-2016-132962	Chuck Magee	19143	Hypercom P1300 Pinpad	$54 	5	East		$53.55 	$252 	Consumer	9/16/2016	First Class	Pennsylvania	Accessories
3	"$3,033 "	Shipped Late	1	"$2,025.36 "	30.00%	Technology	Newark	United States	Natalie Fritzler	20.00%	1	12/15/2017	CA-2017-147830	Chuck Magee	43055	Plantronics Savi W720 Multi-Device Wireless Headset System	$608 	6	East		$607.61 	"$2,025 "	Consumer	12/18/2017	First Class	Ohio	Accessories
3	$153 	Shipped Late	1	$101.99 	-16.70%	Technology	Newark	United States	Natalie Fritzler	40.00%	1	12/15/2017	CA-2017-147830	Chuck Magee	43055	Panasonic KX TS3282W Corded phone	($17)	2	East		($17.00)	$102 	Consumer	12/18/2017	First Class	Ohio	Phones
2	"$1,024 "	Shipped Late	1	$683.99 	-16.70%	Technology	Philadelphia	United States	Rob Lucas	40.00%	1	7/7/2019	US-2019-169551	Chuck Magee	19120	Apple iPhone 5S	($114)	2	East		($114.00)	$684 	Consumer	7/9/2019	First Class	Pennsylvania	Phones
3	$126 	Shipped Late	1	$83.99 	-25.00%	Technology	Philadelphia	United States	Max Jones	40.00%	1	12/8/2019	US-2019-131961	Chuck Magee	19140	iHome FM Clock Radio with Lightning Dock	($21)	2	East		($21.00)	$84 	Consumer	12/11/2019	First Class	Pennsylvania	Phones
2	"$2,157 "	Shipped Late	1	"$1,439.98 "	13.30%	Technology	Columbus	United States	Christy Brittain	40.00%	1	7/25/2018	CA-2018-147417	Chuck Magee	43229	Hewlett Packard LaserJet 3310 Copier	$192 	4	East		$192.00 	"$1,440 "	Consumer	7/27/2018	First Class	Ohio	Copiers
2	$237 	Shipped Late	1	$158.38 	-21.70%	Technology	Dublin	United States	Fred Harton	40.00%	1	6/1/2019	CA-2019-106831	Chuck Magee	43017	Panasonic KX-TG6844B Expandable Digital Cordless Telephone	($34)	4	East		($34.31)	$158 	Consumer	6/3/2019	First Class	Ohio	Phones
2	"$2,696 "	Shipped Late	1	"$1,799.97 "	13.30%	Technology	Philadelphia	United States	Kean Thornton	40.00%	1	5/8/2016	CA-2016-116666	Chuck Magee	19134	Hewlett Packard LaserJet 3310 Copier	$240 	5	East		$240.00 	"$1,800 "	Consumer	5/10/2016	First Class	Pennsylvania	Copiers
2	$943 	Shipped Late	1	$629.96 	15.00%	Technology	Toledo	United States	Sally Knutson	40.00%	1	12/22/2019	CA-2019-119193	Chuck Magee	43615	Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System	$94 	7	East		$94.49 	$630 	Consumer	12/24/2019	First Class	Ohio	Phones
1	$19 	Shipped On Time	1	$12.59 	-143.30%	Technology	Philadelphia	United States	Pamela Stobb	70.00%	1	9/14/2019	CA-2019-156237	Chuck Magee	19140	Ricoh - Ink Collector Unit for GX3000 Series Printers	($18)	1	East		($18.04)	$13 	Consumer	9/15/2019	First Class	Pennsylvania	Machines
3	"$2,696 "	Shipped Late	1	"$1,799.99 "	-146.70%	Technology	Newark	United States	Natalie Fritzler	70.00%	1	12/15/2017	CA-2017-147830	Chuck Magee	43055	Cubify CubeX 3D Printer Double Head Print	"($2,640)"	2	East		"($2,639.99)"	"$1,800 "	Consumer	12/18/2017	First Class	Ohio	Machines
1	$361 	Shipped On Time	1	$241.17 	-70.00%	Technology	Philadelphia	United States	Pamela Stobb	70.00%	1	9/14/2019	CA-2019-156237	Chuck Magee	19140	Lexmark MarkNet N8150 Wireless Print Server	($169)	2	East		($168.82)	$241 	Consumer	9/15/2019	First Class	Pennsylvania	Machines
2	$337 	Shipped Late	1	$224.94 	-73.30%	Technology	Newark	United States	Susan MacKendrick	70.00%	1	5/3/2018	CA-2018-129280	Chuck Magee	43055	Cisco 8961 IP Phone Charcoal	($165)	3	East		($164.95)	$225 	Consumer	5/5/2018	First Class	Ohio	Machines
3	$90 	Shipped Late	1	$59.98 	30.00%	Technology	Jonesboro	United States	Emily Phan	0.00%	1	11/25/2018	US-2018-119298	Cassandra Brandow	72401	OtterBox Defender Series Case - Samsung Galaxy S4	$18 	2	South		$17.99 	$60 	Consumer	11/28/2018	First Class	Arkansas	Phones
2	$853 	Shipped Late	1	$569.64 	26.00%	Technology	Waynesboro	United States	Lauren Leatherbury	0.00%	1	4/16/2017	CA-2017-137974	Cassandra Brandow	22980	Konftel 250 Conference phone - Charcoal black	$148 	2	South		$148.11 	$570 	Consumer	4/18/2017	First Class	Virginia	Phones
1	$40 	Shipped On Time	1	$26.85 	19.00%	Technology	Little Rock	United States	Clytie Kelty	0.00%	1	6/6/2018	US-2018-167472	Cassandra Brandow	72209	Kingston Digital DataTraveler 16GB USB 2.0	$5 	3	South		$5.10 	$27 	Consumer	6/7/2018	First Class	Arkansas	Accessories
1	$484 	Shipped On Time	1	$323.37 	40.00%	Technology	Little Rock	United States	Clytie Kelty	0.00%	1	6/6/2018	US-2018-167472	Cassandra Brandow	72209	Plantronics S12 Corded Telephone Headset System	$129 	3	South		$129.35 	$323 	Consumer	6/7/2018	First Class	Arkansas	Accessories
3	$106 	Shipped Late	1	$71.00 	39.00%	Technology	Bowling Green	United States	Brian Derr	0.00%	1	12/21/2019	CA-2019-109589	Cassandra Brandow	42104	Memorex Froggy Flash Drive 8 GB	$28 	4	South		$27.69 	$71 	Consumer	12/24/2019	First Class	Kentucky	Accessories
1	$52 	Shipped On Time	1	$34.95 	44.00%	Technology	Fayetteville	United States	Joel Eaton	0.00%	1	9/22/2019	CA-2019-161053	Cassandra Brandow	72701	"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack"	$15 	5	South		$15.38 	$35 	Consumer	9/23/2019	First Class	Arkansas	Accessories
2	$225 	Shipped Late	1	$149.95 	44.00%	Technology	Roswell	United States	Erica Hackney	0.00%	1	1/15/2016	CA-2016-103366	Cassandra Brandow	30076	Logitech 910-002974 M325 Wireless Mouse for Web Scrolling	$66 	5	South		$65.98 	$150 	Consumer	1/17/2016	First Class	Georgia	Accessories
1	$269 	Shipped On Time	1	$179.94 	42.00%	Technology	Little Rock	United States	Clytie Kelty	0.00%	1	6/6/2018	US-2018-167472	Cassandra Brandow	72209	Logitech Trackman Marble Mouse	$76 	6	South		$75.57 	$180 	Consumer	6/7/2018	First Class	Arkansas	Accessories
1	$159 	Shipped On Time	1	$106.50 	39.00%	Technology	Monroe	United States	Kelly Williams	0.00%	1	4/18/2017	CA-2017-102722	Cassandra Brandow	71203	Memorex Froggy Flash Drive 8 GB	$42 	6	South		$41.53 	$107 	Consumer	4/19/2017	First Class	Louisiana	Accessories
1	$408 	Shipped On Time	1	$272.61 	36.00%	Technology	Woodstock	United States	Lauren Leatherbury	0.00%	1	8/12/2016	CA-2016-153927	Cassandra Brandow	30188	"Maxell 74 Minute CD-R Spindle, 50/Pack"	$98 	13	South		$98.14 	$273 	Consumer	8/13/2016	First Class	Georgia	Accessories
2	$17 	Shipped Late	1	$11.67 	-6.30%	Technology	Tampa	United States	Amy Cox	20.00%	1	6/15/2017	US-2017-106495	Cassandra Brandow	33614	Belkin Standard 104 key USB Keyboard	($1)	1	South		($0.73)	$12 	Consumer	6/17/2017	First Class	Florida	Accessories
3	$28 	Shipped Late	1	$18.46 	12.50%	Technology	Boca Raton	United States	Vivian Mathis	20.00%	1	6/14/2018	CA-2018-133872	Cassandra Brandow	33433	"Verbatim Slim CD and DVD Storage Cases, 50/Pack"	$2 	2	South		$2.31 	$18 	Consumer	6/17/2018	First Class	Florida	Accessories
